"time","mels_S"
"2020-08-06T15:15:00",0.06
"2020-08-06T15:30:00",0.022222222
"2020-08-06T15:45:00",0.025
"2020-08-06T16:00:00",0.05
"2020-08-06T16:15:00",0.066666667
"2020-08-06T16:30:00",0
"2020-08-06T16:45:00",0.011111111
"2020-08-06T17:00:00",0.022222222
"2020-08-06T17:15:00",0.072727273
"2020-08-06T17:30:00",0.125
"2020-08-06T17:45:00",0.05
"2020-08-06T18:00:00",0.05
"2020-08-06T18:15:00",0.088888889
"2020-08-06T18:30:00",0.0375
"2020-08-06T18:45:00",0.155555556
"2020-08-06T19:00:00",0.071428571
"2020-08-06T19:15:00",0.06
"2020-08-06T19:30:00",0.0875
"2020-08-06T19:45:00",0.136363636
"2020-08-06T20:00:00",0.1125
"2020-08-06T20:15:00",0.116666667
"2020-08-06T20:30:00",0.1
"2020-08-06T20:45:00",0.133333333
"2020-08-06T21:00:00",0.188888889
"2020-08-06T21:15:00",0.133333333
"2020-08-06T21:30:00",0.08
"2020-08-06T21:45:00",0.166666667
"2020-08-06T22:00:00",0.111111111
"2020-08-06T22:15:00",0.066666667
"2020-08-06T22:30:00",0.06
"2020-08-06T22:45:00",0.075
"2020-08-06T23:00:00",0.12
"2020-08-06T23:15:00",0.128571429
"2020-08-06T23:30:00",0.1375
"2020-08-06T23:45:00",0.371428571
"2020-08-07T00:00:00",0.16
"2020-08-07T00:15:00",0.38
"2020-08-07T00:30:00",0.26
"2020-08-07T00:45:00",0.17
"2020-08-07T01:00:00",0.14
"2020-08-07T01:15:00",0.133333333
"2020-08-07T01:30:00",0.18
"2020-08-07T01:45:00",0.166666667
"2020-08-07T02:00:00",0.16
"2020-08-07T02:15:00",0.185714286
"2020-08-07T02:30:00",0.41
"2020-08-07T02:45:00",0.175
"2020-08-07T03:00:00",0.15
"2020-08-07T03:15:00",0.190909091
"2020-08-07T03:30:00",0.185714286
"2020-08-07T03:45:00",0.288888889
"2020-08-07T04:00:00",0.5
"2020-08-07T04:15:00",0.25
"2020-08-07T04:30:00",0.214285714
"2020-08-07T04:45:00",0.166666667
"2020-08-07T05:00:00",0.157142857
"2020-08-07T05:15:00",0.2
"2020-08-07T05:30:00",0.157142857
"2020-08-07T05:45:00",0.1625
"2020-08-07T06:00:00",0.2
"2020-08-07T06:15:00",0.157142857
"2020-08-07T06:30:00",0.18
"2020-08-07T06:45:00",0.2
"2020-08-07T07:00:00",0.1625
"2020-08-07T07:15:00",0.16
"2020-08-07T07:30:00",0.214285714
"2020-08-07T07:45:00",0.16
"2020-08-07T08:00:00",0.166666667
"2020-08-07T08:15:00",0.18
"2020-08-07T08:30:00",0.185714286
"2020-08-07T08:45:00",0.145454545
"2020-08-07T09:00:00",0.142857143
"2020-08-07T09:15:00",0.17
"2020-08-07T09:30:00",0.1875
"2020-08-07T09:45:00",0.166666667
"2020-08-07T10:00:00",0.18
"2020-08-07T10:15:00",0.16
"2020-08-07T10:30:00",0.228571429
"2020-08-07T10:45:00",0.14
"2020-08-07T11:00:00",0.1625
"2020-08-07T11:15:00",0.163636364
"2020-08-07T11:30:00",0.177777778
"2020-08-07T11:45:00",0.166666667
"2020-08-07T12:00:00",0.2125
"2020-08-07T12:15:00",0.155555556
"2020-08-07T12:30:00",0.2
"2020-08-07T12:45:00",0.2
"2020-08-07T13:00:00",0.225
"2020-08-07T13:15:00",0.133333333
"2020-08-07T13:30:00",0.2125
"2020-08-07T13:45:00",0.17
"2020-08-07T14:00:00",0.1875
"2020-08-07T14:15:00",0.177777778
"2020-08-07T14:30:00",0.185714286
"2020-08-07T14:45:00",0.15
"2020-08-07T15:00:00",0.188888889
"2020-08-07T15:15:00",0.118181818
"2020-08-07T15:30:00",0.17
"2020-08-07T15:45:00",0.144444444
"2020-08-07T16:00:00",0.166666667
"2020-08-07T16:15:00",0.144444444
"2020-08-07T16:30:00",0.1875
"2020-08-07T16:45:00",0.1125
"2020-08-07T17:00:00",0.177777778
"2020-08-07T17:15:00",0.163636364
"2020-08-07T17:30:00",0.185714286
"2020-08-07T17:45:00",0.166666667
"2020-08-07T18:00:00",0.1875
"2020-08-07T18:15:00",0.142857143
"2020-08-07T18:30:00",0.18
"2020-08-07T18:45:00",0.16
"2020-08-07T19:00:00",0.177777778
"2020-08-07T19:15:00",0.145454545
"2020-08-07T19:30:00",0.19
"2020-08-07T19:45:00",0.144444444
"2020-08-07T20:00:00",0.172727273
"2020-08-07T20:15:00",0.155555556
"2020-08-07T20:30:00",0.177777778
"2020-08-07T20:45:00",0.155555556
"2020-08-07T21:00:00",0.177777778
"2020-08-07T21:15:00",0.1625
"2020-08-07T21:30:00",0.19
"2020-08-07T21:45:00",0.15
"2020-08-07T22:00:00",0.166666667
"2020-08-07T22:15:00",0.171428571
"2020-08-07T22:30:00",0.171428571
"2020-08-07T22:45:00",0.128571429
"2020-08-07T23:00:00",0.1875
"2020-08-07T23:15:00",0.15
"2020-08-07T23:30:00",0.172727273
"2020-08-07T23:45:00",0.166666667
"2020-08-08T00:00:00",0.2
"2020-08-08T00:15:00",0.157142857
"2020-08-08T00:30:00",0.181818182
"2020-08-08T00:45:00",0.177777778
"2020-08-08T01:00:00",0.18
"2020-08-08T01:15:00",0.177777778
"2020-08-08T01:30:00",0.166666667
"2020-08-08T01:45:00",0.122222222
"2020-08-08T02:00:00",0.2
"2020-08-08T02:15:00",0.157142857
"2020-08-08T02:30:00",0.177777778
"2020-08-08T02:45:00",0.163636364
"2020-08-08T03:00:00",0.211111111
"2020-08-08T03:15:00",0.175
"2020-08-08T03:30:00",0.2
"2020-08-08T03:45:00",0.133333333
"2020-08-08T04:00:00",0.172727273
"2020-08-08T04:15:00",0.1625
"2020-08-08T04:30:00",0.2
"2020-08-08T04:45:00",0.111111111
"2020-08-08T05:00:00",0.211111111
"2020-08-08T05:15:00",0.17
"2020-08-08T05:30:00",0.2
"2020-08-08T05:45:00",0.175
"2020-08-08T06:00:00",0.2
"2020-08-08T06:15:00",0.144444444
"2020-08-08T06:30:00",0.175
"2020-08-08T06:45:00",0.128571429
"2020-08-08T07:00:00",0.2
"2020-08-08T07:15:00",0.15
"2020-08-08T07:30:00",0.166666667
"2020-08-08T07:45:00",0.14
"2020-08-08T08:00:00",0.225
"2020-08-08T08:15:00",0.1875
"2020-08-08T08:30:00",0.18
"2020-08-08T08:45:00",0.175
"2020-08-08T09:00:00",0.166666667
"2020-08-08T09:15:00",0.125
"2020-08-08T09:30:00",0.18
"2020-08-08T09:45:00",0.166666667
"2020-08-08T10:00:00",0.1875
"2020-08-08T10:15:00",0.175
"2020-08-08T10:30:00",0.133333333
